"cc","FloodPhenomenaID","Year","StartDate","EndDate","Number_FE","Number_FL","EUUOMCODE","FP_Severity","FP_Duration","FP_Extension","SourceOfFlooding","CharacteristicsOfFlooding","MechanismOfFlooding","FrequencyCategory","Area","Source","OtherSources"
"RO","RO-1999-07-12",1999,12/07/1999,16/07/1999,10,10,"RO2","Very High",4,"","Fluvial,Pluvial","Deep flood,Flash flood,Debris flow","Natural exceedance,Defence exceedance,Defence or infrastructural failure","Very Rare",99.861,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"RO","RO-1999-09-04",1999,04/09/1999,08/09/1999,,,"","Very High",5,"","","","","",,"DFO",""
"RO","RO-2000-03",2000,,,,,"","Moderate",,"","","","","",,"EM-DAT",""
"RO","RO-2000-04-05",2000,03/04/2000,15/04/2000,21,21,"RO1,RO8","Very High",12,"","Fluvial,Pluvial,Groundwater","Snow melt flood,Deep flood,Flash flood,High velocity flow","Natural exceedance,Defence exceedance,Defence or infrastructural failure","Very Rare",419.55,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"RO","RO-2001-03-05",2001,05/03/2001,10/03/2001,10,10,"RO9","Very High",5,"","Fluvial,Pluvial","Debris flow,Deep flood,Flash flood","Natural exceedance,Defence exceedance,Blockage/restriction","Rare",,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"RO","RO-2001-06-19",2001,19/06/2001,22/06/2001,,,"","Very High",3,"","","","","",,"EM-DAT",""
"RO","RO-2002-01-02",2002,02/01/2002,04/01/2002,,,"","High",3,"","","","","",,"DFO",""
"RO","RO-2002-06-16",2002,16/06/2002,18/06/2002,,,"","High",3,"","","","","",,"DFO",""
"RO","RO-2002-07-19",2002,19/07/2002,23/07/2002,,,"","Very High",4,"","","","","",,"EM-DAT",""
"RO","RO-2002-07-30",2002,30/07/2002,03/08/2002,,,"","Very High",5,"","","","","",,"DFO",""
"RO","RO-2002-08",2002,,,,,"","Very High",,"","","","","",,"EM-DAT",""
"RO","RO-2002-08-06",2002,06/08/2002,07/08/2002,,,"","Very High",1,"","","","","",,"EM-DAT",""
"RO","RO-2002-10-13",2002,13/10/2002,16/10/2002,,,"","Very High",4,"","","","","",,"DFO",""
"RO","RO-2003-01-01",2003,01/01/2003,08/01/2003,,,"","Moderate",7,"","","","","",,"EM-DAT",""
"RO","RO-2003-01-02",2003,02/01/2003,02/01/2003,,,"","Very High",,"","","","","",,"EM-DAT",""
"RO","RO-2003-08-27",2003,27/08/2003,27/08/2003,,,"","Very High",1,"","","","","",,"DFO",""
"RO","RO-2004-06-13",2004,13/06/2004,15/06/2004,,,"","Very High",3,"","","","","",,"DFO",""
"RO","RO-2004-07-28",2004,28/07/2004,01/08/2004,,,"","Very High",4,"","","","","",,"EM-DAT","Data on Degree_TotalDamage obtained from DFO"
"RO","RO-2004-08-27",2004,27/08/2004,27/08/2004,,,"","Very High",,"","","","","",,"EM-DAT",""
"RO","RO-2005-03-17",2005,17/03/2005,25/03/2005,,,"","Very High",8,"","","","","",,"EM-DAT",""
"RO","RO-2005-04-15",2005,15/04/2005,30/04/2005,27,27,"RO1","Very High",15,"","Fluvial,Groundwater,Pluvial","Deep flood","Natural exceedance,Defence exceedance,Defence or infrastructural failure","Very Rare",521.164,"FD","Data on Degree_TotalDamage obtained from EM-DAT, Data on Fatalities obtained from EM-DAT"
"RO","RO-2005-07-09",2005,02/07/2005,02/08/2005,49,49,"RO10,RO5,RO4,RO3","Very High",31,"","Fluvial,Artificial water-bearing infrastructure,Pluvial,Groundwater","High velocity flow,Deep flood,Debris flow,Flash flood","Natural exceedance,Defence or infrastructural failure,Blockage/restriction,Defence exceedance","Very Rare",993.324,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"RO","RO-2005-08-23",2005,23/08/2005,25/08/2005,1,1,"RO7","Very High",2,"","Fluvial,Pluvial","Flash flood,Debris flow,Deep flood","Natural exceedance","Very Rare",,"FD","Data on Degree_TotalDamage obtained from EM-DAT"
"RO","RO-2005-09-20",2005,19/09/2005,14/10/2005,15,15,"RO4,RO5,RO6","Very High",25,"","Fluvial,Groundwater,Pluvial,Sea water","Deep flood,High velocity flow,Flash flood","Natural exceedance,Defence exceedance,Defence or infrastructural failure,Blockage/restriction","Very Rare",495.987,"FD",""
"RO","RO-2006-03",2006,,,,,"","Moderate",,"","","","","",,"EM-DAT",""
"RO","RO-2006-03-15",2006,15/03/2006,14/05/2006,1,1,"RO1000","Very High",60,"","Fluvial","Debris flow,Deep flood","Natural exceedance,Defence exceedance,Defence or infrastructural failure","Very Rare",1164.927,"FD","Data on Fatalities obtained from EM-DAT, Data on Degree_TotalDamage obtained from DFO"
"RO","RO-2006-06-19",2006,19/06/2006,19/06/2006,,,"","Very High",,"","","","","",,"EM-DAT",""
"RO","RO-2006-06-20",2006,20/06/2006,21/06/2006,1,1,"RO9","Very High",1,"","Fluvial,Pluvial,Artificial water-bearing infrastructure","Flash flood,Deep flood","Natural exceedance,Blockage/restriction","Rare",,"FD",""
"RO","RO-2006-06-30",2006,30/06/2006,01/07/2006,1,1,"RO10","Very High",1,"","Pluvial,Artificial water-bearing infrastructure","Flash flood,Debris flow","Natural exceedance,Blockage/restriction","Very Rare",,"FD",""
"RO","RO-2006-07-09",2006,09/07/2006,14/07/2006,1,1,"RO3","High",5,"","Pluvial","Deep flood","Natural exceedance,Defence exceedance","Rare",,"FD",""
"RO","RO-2007-02-12",2007,12/02/2007,12/02/2007,,,"","Moderate",,"","","","","",,"EM-DAT",""
"RO","RO-2007-08-07",2007,07/08/2007,07/08/2007,,,"","Very High",,"","","","","",,"EM-DAT",""
"RO","RO-2007-08-25",2007,25/08/2007,26/08/2007,,,"","Very High",1,"","","","","",,"EM-DAT",""
"RO","RO-2007-09-05",2007,05/09/2007,12/09/2007,4,4,"RO11","Very High",7,"","Fluvial,Pluvial","Deep flood,High velocity flow,Debris flow","Natural exceedance,Defence exceedance,Defence or infrastructural failure,Blockage/restriction","Very Rare",23.433,"FD",""
"RO","RO-2008-07-26",2008,21/07/2008,15/08/2008,29,29,"RO9,RO10,RO11","Very High",25,"","Fluvial,Artificial water-bearing infrastructure,Pluvial,Groundwater","High velocity flow,Deep flood,Flash flood,Debris flow","Natural exceedance,Defence exceedance,Blockage/restriction,Defence or infrastructural failure","Very Rare",580.448,"FD",""
"RO","RO-2009-01-23",2009,23/01/2009,26/01/2009,,,"","Very High",3,"","","","","",,"EM-DAT","Data on Degree_TotalDamage obtained from DFO"
"RO","RO-2009-06-25",2009,25/06/2009,25/06/2009,,,"","Moderate",,"","","","","",,"EM-DAT",""
"RO","RO-2010-06-20",2010,01/06/2010,20/08/2010,24,24,"RO10,RO11,RO1000","Very High",80,"","Fluvial,Pluvial,Artificial water-bearing infrastructure","High velocity flow,Deep flood,Flash flood,Debris flow","Natural exceedance,Defence or infrastructural failure,Defence exceedance,Blockage/restriction","Very Rare",563.691,"FD",""
"RO","RO-2013-09-11",2013,11/09/2013,15/09/2013,,,"","Very High",4,"","","","","",,"EM-DAT",""
"RO","RO-2014-04-17",2014,17/04/2014,01/05/2014,,,"","Very High",15,"","","","","",,"DFO",""
"RS","RS-1987-05-07",1987,07/05/1987,15/05/1987,,,"","Very High",9,"","","","","",,"DFO",""
"RS","RS-1999-07",1999,,,,,"","Very High",,"","","","","",,"EM-DAT",""
"RS","RS-1999-07-09",1999,09/07/1999,12/07/1999,,,"","Very High",4,"","","","","",,"DFO",""
"RS","RS-1999-12-28",1999,28/12/1999,28/12/1999,,,"","Moderate",,"","","","","",,"EM-DAT",""
"RS","RS-2000-04-05",2000,05/04/2000,25/04/2000,,,"","Moderate",20,"","","","","",,"EM-DAT",""
"RS","RS-2001-12-16",2001,16/12/2001,18/12/2001,,,"","Very High",3,"","","","","",,"DFO",""
"RS","RS-2002-06-11",2002,11/06/2002,11/06/2002,,,"","Moderate",,"","","","","",,"EM-DAT",""
"RS","RS-2005-04-20",2005,20/04/2005,20/04/2005,,,"","Very High",,"","","","","",,"EM-DAT",""
"RS","RS-2006-02-21",2006,21/02/2006,01/03/2006,,,"","High",9,"","","","","",,"DFO",""
"RS","RS-2006-04-04",2006,04/04/2006,11/05/2006,,,"","Moderate",37,"","","","","",,"EM-DAT","Data on Degree_TotalDamage obtained from DFO"
"RS","RS-2007-11-25",2007,25/11/2007,29/11/2007,,,"","Moderate",4,"","","","","",,"EM-DAT",""
"RS","RS-2009-11-06",2009,06/11/2009,07/11/2009,,,"","Moderate",1,"","","","","",,"EM-DAT",""
"RS","RS-2010-03-01",2010,01/03/2010,02/03/2010,,,"","Moderate",1,"","","","","",,"EM-DAT",""
"RS","RS-2010-04-20",2010,20/04/2010,22/04/2010,,,"","High",3,"","","","","",,"DFO",""
"RS","RS-2010-05-17",2010,17/05/2010,17/05/2010,,,"","Very High",,"","","","","",,"EM-DAT",""
"RS","RS-2010-12-03",2010,03/12/2010,03/12/2010,,,"","Very High",,"","","","","",,"EM-DAT","Data on Fatalities obtained from DFO"
"RS","RS-2011-05-23",2011,23/05/2011,24/05/2011,,,"","High",2,"","","","","",,"DFO",""
"RS","RS-2013-02-24",2013,24/02/2013,26/02/2013,,,"","Moderate",2,"","","","","",,"EM-DAT",""
"RS","RS-2013-03-14",2013,14/03/2013,14/03/2013,,,"","Moderate",,"","","","","",,"EM-DAT",""
"RS","RS-2014-05-12",2014,12/05/2014,16/05/2014,,,"","Very High",5,"","","","","",,"DFO",""
"SE","SE-SE1P00010002_1",1995,,,1,1,"SE1","High",,"Regional","","","","Rare",,"FD",""
"SE","SE-SE1P00010002_2",1997,27/07/1997,29/07/1997,1,1,"SE1","High",,"Regional","","","","Rare",,"FD","Data on StartDate, EndDate and FP_Duration obtained from DFO"
"SE","SE-SE1TOP00010002",1985,,,1,1,"SE1TO","High",,"Regional","","","","Rare",,"FD",""
"SE","SE-SE2P00010001",1995,,,1,1,"SE2","High",,"Regional","","","","Rare",,"FD",""
"SE","SE-SE2P00020001",2000,,,1,1,"SE2","High",,"Regional","","","","Rare",,"FD",""
"SE","SE-SE5P00010001",1987,,,1,1,"SE5","High",,"Regional","","","","Rare",200,"FD",""
"SE","SE-SE5P00010002",1995,,,1,1,"SE5","Very High",,"Regional","","","","Very Rare",200,"FD",""
"SE","SE-SE5P00020001",2000,,,1,1,"SE5","Very High",,"Regional","","","","Very Rare",,"FD",""
"SI","SI-1980-10-18",1980,08/10/1980,19/10/1980,5,5,"SI_RBD_2,SI_RBD_1","High",11,"","Fluvial","Slow onset flood,Medium onset flood,Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1982-06-12",1982,12/06/1982,13/06/1982,1,1,"SI_RBD_2","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1982-06-29",1982,29/06/1982,30/06/1982,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1984-08-09",1984,09/08/1984,10/08/1984,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1984-08-20",1984,20/08/1984,21/08/1984,1,1,"SI_RBD_2","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1984-08-25",1984,25/08/1984,26/08/1984,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1986-06-15",1986,15/06/1986,16/06/1986,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1986-08-29",1986,29/08/1986,30/08/1986,1,1,"SI_RBD_2","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1987-08-05",1987,05/08/1987,06/08/1987,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1987-08-07",1987,07/08/1987,08/08/1987,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1987-10-07",1987,07/10/1987,08/10/1987,1,1,"SI_RBD_2","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1989-07-03",1989,03/07/1989,08/07/1989,4,4,"SI_RBD_1","Very High",5,"","Fluvial","Medium onset flood,Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1989-08-17",1989,17/08/1989,20/08/1989,1,1,"SI_RBD_1","Moderate",3,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1990-11-01",1990,01/11/1990,03/11/1990,4,4,"SI_RBD_1,SI_RBD_2","Very High",2,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance,Blockage/restriction","Very Rare",,"FD",""
"SI","SI-1990-12-10",1990,10/12/1990,11/12/1990,1,1,"SI_RBD_2","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1991-11-21",1991,21/11/1991,22/11/1991,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1992-06-13",1992,12/06/1992,14/06/1992,3,3,"SI_RBD_1","High",2,"","Fluvial","Medium onset flood,Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1992-10-16",1992,16/10/1992,20/10/1992,2,2,"SI_RBD_2,SI_RBD_1","High",4,"","Fluvial","Medium onset flood,Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-1992-11-16",1992,16/11/1992,18/11/1992,2,2,"SI_RBD_2,SI_RBD_1","High",2,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1992-11-29",1992,29/11/1992,08/12/1992,4,4,"SI_RBD_1,SI_RBD_2","Very High",9,"","Fluvial","Other rapid onset,Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1992-12-16",1992,16/12/1992,31/01/1993,1,1,"SI_RBD_1","Moderate",46,"","Fluvial","Slow onset flood","Natural exceedance","",,"FD",""
"SI","SI-1993-09-14",1993,14/09/1993,15/09/1993,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1993-10-01",1993,01/10/1993,02/10/1993,1,1,"SI_RBD_2","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1993-10-06",1993,06/10/1993,07/10/1993,1,1,"SI_RBD_2","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1993-10-08",1993,08/10/1993,10/10/1993,1,1,"SI_RBD_1","Moderate",2,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1993-10-21",1993,21/10/1993,27/10/1993,1,1,"SI_RBD_1","Moderate",6,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1993-12-14",1993,14/12/1993,23/12/1993,2,2,"SI_RBD_2,SI_RBD_1","High",9,"","Fluvial,Sea water","Slow onset flood,Other","Natural exceedance","",,"FD",""
"SI","SI-1994-06-13",1994,13/06/1994,15/06/1994,2,2,"SI_RBD_1","Very High",2,"","Fluvial","Medium onset flood,Flash flood","Natural exceedance","Very Rare",,"FD",""
"SI","SI-1994-07-05",1994,05/07/1994,06/07/1994,2,2,"SI_RBD_1","Very High",1,"","Fluvial","Flash flood","Natural exceedance","Very Rare",,"FD",""
"SI","SI-1994-07-07",1994,07/07/1994,08/07/1994,1,1,"SI_RBD_1","Very High",1,"","Fluvial","Flash flood","Natural exceedance","Very Rare",,"FD",""
"SI","SI-1994-08-22",1994,22/08/1994,23/08/1994,1,1,"SI_RBD_1","Very High",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1994-10-03",1994,03/10/1994,05/10/1994,2,2,"SI_RBD_2,SI_RBD_1","High",2,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1994-10-28",1994,28/10/1994,29/10/1994,2,2,"SI_RBD_1,SI_RBD_2","High",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1994-12-31",1994,31/12/1994,01/01/1995,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1995-03-25",1995,25/03/1995,05/04/1995,2,2,"SI_RBD_1","High",11,"","Fluvial,Groundwater","Snow melt flood","Natural exceedance","",,"FD",""
"SI","SI-1995-06-06",1995,06/06/1995,07/06/1995,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1995-08-07",1995,07/08/1995,10/08/1995,2,2,"SI_RBD_1","High",3,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-1995-08-26",1995,26/08/1995,30/08/1995,1,1,"SI_RBD_1","Moderate",4,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1995-09-03",1995,03/09/1995,05/09/1995,1,1,"SI_RBD_1","Moderate",2,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1995-09-08",1995,08/09/1995,09/09/1995,2,2,"SI_RBD_1,SI_RBD_2","High",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1995-09-14",1995,14/09/1995,16/09/1995,3,3,"SI_RBD_1","Very High",2,"","Fluvial","Other rapid onset,Slow onset flood","Natural exceedance","",,"FD",""
"SI","SI-1995-12-23",1995,23/12/1995,25/12/1995,2,2,"SI_RBD_2,SI_RBD_1","High",2,"","Fluvial","Snow melt flood,Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-1996-04-02",1996,02/04/1996,03/04/1996,2,2,"SI_RBD_2","High",1,"","Fluvial","Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-1996-04-04",1996,04/04/1996,06/04/1996,2,2,"SI_RBD_1","High",2,"","Fluvial","Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-1996-05-10",1996,10/05/1996,14/05/1996,3,3,"SI_RBD_1","High",4,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1996-05-15",1996,15/05/1996,16/05/1996,2,2,"SI_RBD_1","High",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1996-07-02",1996,02/07/1996,04/07/1996,3,3,"SI_RBD_1","High",2,"","Fluvial","Other rapid onset,Slow onset flood,Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-1996-09-21",1996,21/09/1996,22/09/1996,1,1,"SI_RBD_2","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1996-09-23",1996,23/09/1996,24/09/1996,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-1996-10-16",1996,16/10/1996,17/10/1996,2,2,"SI_RBD_1","High",1,"","Fluvial","Flash flood,Other rapid onset,Slow onset flood","Natural exceedance","",,"FD",""
"SI","SI-1996-11-18",1996,18/11/1996,20/11/1996,2,2,"SI_RBD_1","High",2,"","Fluvial","Flash flood,Slow onset flood","Natural exceedance","",,"FD",""
"SI","SI-1997-08-05",1997,05/08/1997,06/08/1997,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Flash flood","Natural exceedance","",,"FD",""
"SI","SI-1998-10-05",1998,05/10/1998,08/10/1998,3,3,"SI_RBD_1,SI_RBD_2","Very High",3,"","Fluvial","Flash flood","Natural exceedance","Rare",,"FD",""
"SI","SI-1998-10-18",1998,18/10/1998,21/10/1998,3,3,"SI_RBD_1,SI_RBD_2","High",3,"","Fluvial","Flash flood","Natural exceedance","Rare",,"FD",""
"SI","SI-1998-11-04",1998,04/11/1998,05/11/1998,5,5,"SI_RBD_2,SI_RBD_1","High",1,"","Fluvial","Flash flood","Natural exceedance","Rare",,"FD",""
"SI","SI-2005-08-19",2005,19/08/2005,24/08/2005,,,"","Moderate",5,"","","","","",,"EM-DAT",""
"SI","SI-2007-09-18",2007,18/09/2007,19/09/2007,3,3,"SI_RBD_2,SI_RBD_1","Very High",1,"","Fluvial","Flash flood","Natural exceedance","Very Rare",,"FD","Data on Degree_TotalDamage obtained from DFO"
"SI","SI-2009-03-29",2009,29/03/2009,01/04/2009,1,1,"SI_RBD_2","High",3,"","Fluvial","Other rapid onset","Natural exceedance","Rare",,"FD",""
"SI","SI-2009-08-03",2009,03/08/2009,04/08/2009,1,1,"SI_RBD_1","Moderate",1,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-2009-12-23",2009,23/12/2009,28/12/2009,3,3,"SI_RBD_1,SI_RBD_2","High",5,"","Fluvial","Medium onset flood,Other rapid onset","Natural exceedance","Rare",,"FD",""
"SI","SI-2010-09-17",2010,17/09/2010,21/09/2010,4,4,"SI_RBD_1,SI_RBD_2","Very High",4,"","Fluvial,Groundwater","Other rapid onset,Slow onset flood","Natural exceedance","Very Rare",,"FD",""
"SI","SI-2012-11-05",2012,05/11/2012,06/11/2012,,,"","Moderate",1,"","","","","",,"EM-DAT",""
"SI","SI-SI1_198706A",1987,,,1,1,"SI_RBD_1","Moderate",,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-SI1_199900A",1999,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","Rare",,"FD",""
"SI","SI-SI1_200000A",2000,,,1,1,"SI_RBD_1","Very High",,"","Fluvial","Flash flood","Natural exceedance","Very Rare",,"FD",""
"SI","SI-SI1_200100A",2001,,,1,1,"SI_RBD_1","High",,"","Fluvial","Medium onset flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI1_200200A",2002,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood,Medium onset flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI1_200300A",2003,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI1_200400A",2004,,,1,1,"SI_RBD_1","Very High",,"","Fluvial","Flash flood,Medium onset flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI1_200500A",2005,,,1,1,"SI_RBD_1","Very High",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","Very Rare",,"FD",""
"SI","SI-SI1_200600A",2006,,,1,1,"SI_RBD_1","Moderate",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-SI1_200800A",2008,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","Rare",,"FD",""
"SI","SI-SI3_199500A",1995,,,1,1,"SI_RBD_1","Moderate",,"","Fluvial","Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-SI3_199900A",1999,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","Rare",,"FD",""
"SI","SI-SI3_200000A",2000,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI3_200100A",2001,,,1,1,"SI_RBD_1","High",,"","Fluvial","Medium onset flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI3_200200A",2002,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood,Medium onset flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI3_200300A",2003,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI3_200400A",2004,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood,Medium onset flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI3_200500A",2005,,,1,1,"SI_RBD_1","Moderate",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","Frequent",,"FD",""
"SI","SI-SI3_200600A",2006,,,1,1,"SI_RBD_1","Moderate",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-SI3_200800A",2008,,,1,1,"SI_RBD_1","Moderate",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-SI4_199900A",1999,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","Rare",,"FD",""
"SI","SI-SI4_200200A",2002,,,1,1,"SI_RBD_1","High",,"","Fluvial","Flash flood,Medium onset flood","Natural exceedance","Rare",,"FD",""
"SI","SI-SI4_200400A",2004,,,1,1,"SI_RBD_1","Moderate",,"","Fluvial","Flash flood,Medium onset flood","Natural exceedance","",,"FD",""
"SI","SI-SI4_200500A",2005,,,1,1,"SI_RBD_1","Very High",,"","Fluvial","Flash flood,Slow onset flood","Natural exceedance","Very Rare",,"FD",""
"SI","SI-SI4_200800A",2008,,,1,1,"SI_RBD_1","Moderate",,"","Fluvial","Flash flood,Other rapid onset","Natural exceedance","",,"FD",""
"SI","SI-SI5_198210B",1982,,,1,1,"SI_RBD_2","Moderate",,"","Sea water","Other","Natural exceedance","",,"FD",""
